reference	n	word	strongs	morphology	tvm_code
Matthew 2:4	8	του	G3588	T-GSM	
Matthew 2:4	9	λαου	G2992	N-GSM	
Matthew 2:4	10	επυνθανετο	G4441	V-INI-3S	5711
Matthew 2:4	11	παρ	G3844	PREP	
Matthew 2:4	12	αυτων	G0846	P-GPM	
Matthew 2:4	13	που	G4226	ADV-I	
Matthew 2:4	14	ο	G3588	T-NSM	
Matthew 2:4	15	χριστος	G5547	N-NSM	
Matthew 2:4	16	γενναται	G1080	V-PPI-3S	5743
Matthew 2:5	1	οι	G3588	T-NPM	
Matthew 2:5	2	δε	G1161	CONJ	
Matthew 2:5	3	ειπον	G3004	V-2AAI-3P	5627
Matthew 2:5	4	αυτω	G0846	P-DSM	
Matthew 2:5	5	εν	G1722	PREP	
Matthew 2:5	6	βηθλεεμ	G0965	N-PRI	
Matthew 2:5	7	της	G3588	T-GSF	
Matthew 2:5	8	ιουδαιας	G2449	N-GSF	
Matthew 2:5	9	ουτως	G3779	ADV	
Matthew 2:5	10	γαρ	G1063	CONJ	
Matthew 2:5	11	γεγραπται	G1125	V-RPI-3S	5769
Matthew 2:5	12	δια	G1223	PREP	
Matthew 2:5	13	του	G3588	T-GSM	
Matthew 2:5	14	προφητου	G4396	N-GSM	
Matthew 2:6	1	και	G2532	CONJ	
Matthew 2:6	2	συ	G4771	P-2NS	
Matthew 2:6	3	βηθλεεμ	G0965	N-PRI	
Matthew 2:6	4	γη	G1093	N-VSF	
Matthew 2:6	5	ιουδα	G2448	N-GSM	
Matthew 2:6	6	ουδαμως	G3760	ADV-N	
Matthew 2:6	7	ελαχιστη	G1646	A-NSF-S	
Matthew 2:6	8	ει	G1510	V-PAI-2S	5719
Matthew 2:6	9	εν	G1722	PREP	
Matthew 2:6	10	τοις	G3588	T-DPM	
Matthew 2:6	11	ηγεμοσιν	G2232	N-DPM	
Matthew 2:6	12	ιουδα	G2448	N-GSM	
Matthew 2:6	13	εκ	G1537	PREP	
Matthew 2:6	14	σου	G4771	P-2GS	
Matthew 2:6	15	γαρ	G1063	CONJ	
Matthew 2:6	16	εξελευσεται	G1831	V-FDI-3S	5695
Matthew 2:6	17	ηγουμενος	G2233	V-PNP-NSM	5740
Matthew 2:6	18	οστις	G3748	R-NSM	
Matthew 2:6	19	ποιμανει	G4165	V-FAI-3S	5692
Matthew 2:6	20	τον	G3588	T-ASM	
Matthew 2:6	21	λαον	G2992	N-ASM	
Matthew 2:6	22	μου	G1473	P-1GS	
Matthew 2:6	23	τον	G3588	T-ASM	
Matthew 2:6	24	ισραηλ	G2474	N-PRI	
Matthew 2:7	1	τοτε	G5119	ADV	
Matthew 2:7	2	ηρωδης	G2264	N-NSM	
Matthew 2:7	3	λαθρα	G2977	ADV	
Matthew 2:7	4	καλεσας	G2564	V-AAP-NSM	5660
Matthew 2:7	5	τους	G3588	T-APM	
Matthew 2:7	6	μαγους	G3097	N-APM	
Matthew 2:7	7	ηκριβωσεν	G0198	V-AAI-3S	5656
Matthew 2:7	8	παρ	G3844	PREP	
Matthew 2:7	9	αυτων	G0846	P-GPM	
Matthew 2:7	10	τον	G3588	T-ASM	
Matthew 2:7	11	χρονον	G5550	N-ASM	
Matthew 2:7	12	του	G3588	T-GSM	
Matthew 2:7	13	φαινομενου	G5316	V-PEP-GSM	5730
Matthew 2:7	14	αστερος	G0792	N-GSM	
Matthew 2:8	1	και	G2532	CONJ	
Matthew 2:8	2	πεμψας	G3992	V-AAP-NSM	5660
Matthew 2:8	3	αυτους	G0846	P-APM	
Matthew 2:8	4	εις	G1519	PREP	
Matthew 2:8	5	βηθλεεμ	G0965	N-PRI	
Matthew 2:8	6	ειπεν	G3004	V-2AAI-3S	5627
Matthew 2:8	7	πορευθεντες	G4198	V-AOP-NPM	5679
Matthew 2:8	8	ακριβως	G0199	ADV	
Matthew 2:8	9	εξετασατε	G1833	V-AAM-2P	5657
Matthew 2:8	10	περι	G4012	PREP	
Matthew 2:8	11	του	G3588	T-GSN	
Matthew 2:8	12	παιδιου	G3813	N-GSN	
Matthew 2:8	13	επαν	G1875	CONJ	
Matthew 2:8	14	δε	G1161	CONJ	
Matthew 2:8	15	ευρητε	G2147	V-2AAS-2P	5632
Matthew 2:8	16	απαγγειλατε	G0518	V-AAM-2P	5657
Matthew 2:8	17	μοι	G1473	P-1DS	
Matthew 2:8	18	οπως	G3704	ADV	
Matthew 2:8	19	καγω	G2504	P-1NS-K	
Matthew 2:8	20	ελθων	G2064	V-2AAP-NSM	5631
Matthew 2:8	21	προσκυνησω	G4352	V-AAS-1S	5661
Matthew 2:8	22	αυτω	G0846	P-DSM	
Matthew 2:9	1	οι	G3588	T-NPM	
Matthew 2:9	2	δε	G1161	CONJ	
Matthew 2:9	3	ακουσαντες	G0191	V-AAP-NPM	5660
Matthew 2:9	4	του	G3588	T-GSM	
Matthew 2:9	5	βασιλεως	G0935	N-GSM	
Matthew 2:9	6	επορευθησαν	G4198	V-AOI-3P	5675
Matthew 2:9	7	και	G2532	CONJ	
Matthew 2:9	8	ιδου	G3708	V-2AMM-2S	5640
Matthew 2:9	9	ο	G3588	T-NSM	
Matthew 2:9	10	αστηρ	G0792	N-NSM	
Matthew 2:9	11	ον	G3739	R-ASM	
Matthew 2:9	12	ειδον	G3708	V-2AAI-3P	5627
Matthew 2:9	13	εν	G1722	PREP	
Matthew 2:9	14	τη	G3588	T-DSF	
Matthew 2:9	15	ανατολη	G0395	N-DSF	
Matthew 2:9	16	προηγεν	G4254	V-IAI-3S	5707
Matthew 2:9	17	αυτους	G0846	P-APM	
Matthew 2:9	18	εως	G2193	ADV	
Matthew 2:9	19	ελθων	G2064	V-2AAP-NSM	5631
Matthew 2:9	20	εστη	G2476	V-2AAI-3S	5627
Matthew 2:9	21	επανω	G1883	ADV	
Matthew 2:9	22	ου	G3757	ADV	
Matthew 2:9	23	ην	G1510	V-IAI-3S	5707
Matthew 2:9	24	το	G3588	T-NSN	
Matthew 2:9	25	παιδιον	G3813	N-NSN	
Matthew 2:10	1	ιδοντες	G3708	V-2AAP-NPM	5631
Matthew 2:10	2	δε	G1161	CONJ	
Matthew 2:10	3	τον	G3588	T-ASM	
Matthew 2:10	4	αστερα	G0792	N-ASM	
Matthew 2:10	5	εχαρησαν	G5463	V-2AOI-3P	5644
Matthew 2:10	6	χαραν	G5479	N-ASF	
Matthew 2:10	7	μεγαλην	G3173	A-ASF	
Matthew 2:10	8	σφοδρα	G4970	ADV	
Matthew 2:11	1	και	G2532	CONJ	
Matthew 2:11	2	ελθοντες	G2064	V-2AAP-NPM	5631
Matthew 2:11	3	εις	G1519	PREP	
Matthew 2:11	4	την	G3588	T-ASF	
Matthew 2:11	5	οικιαν	G3614	N-ASF	
Matthew 2:11	6	ειδον	G3708	V-2AAI-3P	5627
Matthew 2:11	7	το	G3588	T-ASN	
Matthew 2:11	8	παιδιον	G3813	N-ASN	
Matthew 2:11	9	μετα	G3326	PREP	
Matthew 2:11	10	μαριας	G3137	N-GSF	
Matthew 2:11	11	της	G3588	T-GSF	
Matthew 2:11	12	μητρος	G3384	N-GSF	
Matthew 2:11	13	αυτου	G0846	P-GSN	
Matthew 2:11	14	και	G2532	CONJ	
Matthew 2:11	15	πεσοντες	G4098	V-2AAP-NPM	5631
Matthew 2:11	16	προσεκυνησαν	G4352	V-AAI-3P	5656
Matthew 2:11	17	αυτω	G0846	P-DSM	
Matthew 2:11	18	και	G2532	CONJ	
Matthew 2:11	19	ανοιξαντες	G0455	V-AAP-NPM	5660
Matthew 2:11	20	τους	G3588	T-APM	
Matthew 2:11	21	θησαυρους	G2344	N-APM	
Matthew 2:11	22	αυτων	G0846	P-GPM	
Matthew 2:11	23	προσηνεγκαν	G4374	V-AAI-3P	5656
Matthew 2:11	24	αυτω	G0846	P-DSM	
Matthew 2:11	25	δωρα	G1435	N-APN	
Matthew 2:11	26	χρυσον	G5557	N-ASM	
Matthew 2:11	27	και	G2532	CONJ	
Matthew 2:11	28	λιβανον	G3030	N-ASM	
Matthew 2:11	29	και	G2532	CONJ	
Matthew 2:11	30	σμυρναν	G4666	N-ASF	
Matthew 2:12	1	και	G2532	CONJ	
Matthew 2:12	2	χρηματισθεντες	G5537	V-APP-NPM	5685
Matthew 2:12	3	κατ	G2596	PREP	
Matthew 2:12	4	οναρ	G3677	N-OI	
Matthew 2:12	5	μη	G3361	PRT-N	
Matthew 2:12	6	ανακαμψαι	G0344	V-AAN	5658
Matthew 2:12	7	προς	G4314	PREP	
Matthew 2:12	8	ηρωδην	G2264	N-ASM	
Matthew 2:12	9	δι	G1223	PREP	
Matthew 2:12	10	αλλης	G0243	A-GSF	
Matthew 2:12	11	οδου	G3598	N-GSF	
Matthew 2:12	12	ανεχωρησαν	G0402	V-AAI-3P	5656
Matthew 2:12	13	εις	G1519	PREP	
Matthew 2:12	14	την	G3588	T-ASF	
Matthew 2:12	15	χωραν	G5561	N-ASF	
Matthew 2:12	16	αυτων	G0846	P-GPM	
Matthew 2:13	1	αναχωρησαντων	G0402	V-AAP-GPM	5660
Matthew 2:13	2	δε	G1161	CONJ	
Matthew 2:13	3	αυτων	G0846	P-GPM	
Matthew 2:13	4	ιδου	G3708	V-2AMM-2S	5640
Matthew 2:13	5	αγγελος	G0032	N-NSM	
Matthew 2:13	6	κυριου	G2962	N-GSM	
Matthew 2:13	7	φαινεται	G5316	V-PEI-3S	5727
Matthew 2:13	8	κατ	G2596	PREP	
Matthew 2:13	9	οναρ	G3677	N-OI	
Matthew 2:13	10	τω	G3588	T-DSM	
Matthew 2:13	11	ιωσηφ	G2501	N-PRI	
Matthew 2:13	12	λεγων	G3004	V-PAP-NSM	5723
Matthew 2:13	13	εγερθεις	G1453	V-APP-NSM	5685
Matthew 2:13	14	παραλαβε	G3880	V-2AAM-2S	5628
Matthew 2:13	15	το	G3588	T-ASN	
Matthew 2:13	16	παιδιον	G3813	N-ASN	
Matthew 2:13	17	και	G2532	CONJ	
Matthew 2:13	18	την	G3588	T-ASF	
Matthew 2:13	19	μητερα	G3384	N-ASF	
Matthew 2:13	20	αυτου	G0846	P-GSM	
Matthew 2:13	21	και	G2532	CONJ	
Matthew 2:13	22	φευγε	G5343	V-PAM-2S	5720
Matthew 2:13	23	εις	G1519	PREP	
Matthew 2:13	24	αιγυπτον	G0125	N-ASF	
Matthew 2:13	25	και	G2532	CONJ	
Matthew 2:13	26	ισθι	G1510	V-PAM-2S	5720
Matthew 2:13	27	εκει	G1563	ADV	
Matthew 2:13	28	εως	G2193	ADV	
Matthew 2:13	29	αν	G0302	PRT	
Matthew 2:13	30	ειπω	G3004	V-2AAS-1S	5632
Matthew 2:13	31	σοι	G4771	P-2DS	
Matthew 2:13	32	μελλει	G3195	V-PAI-3S	5719
Matthew 2:13	33	γαρ	G1063	CONJ	
Matthew 2:13	34	ηρωδης	G2264	N-NSM	
Matthew 2:13	35	ζητειν	G2212	V-PAN	5721
Matthew 2:13	36	το	G3588	T-ASN	
Matthew 2:13	37	παιδιον	G3813	N-ASN	
Matthew 2:13	38	του	G3588	T-GSN	
Matthew 2:13	39	απολεσαι	G0622	V-AAN	5658
Matthew 2:13	40	αυτο	G0846	P-ASN	
Matthew 2:14	1	ο	G3588	T-NSM	
Matthew 2:14	2	δε	G1161	CONJ	
Matthew 2:14	3	εγερθεις	G1453	V-APP-NSM	5685
Matthew 2:14	4	παρελαβεν	G3880	V-2AAI-3S	5627
Matthew 2:14	5	το	G3588	T-ASN	
Matthew 2:14	6	παιδιον	G3813	N-ASN	
Matthew 2:14	7	και	G2532	CONJ	
Matthew 2:14	8	την	G3588	T-ASF	
Matthew 2:14	9	μητερα	G3384	N-ASF	
Matthew 2:14	10	αυτου	G0846	P-GSM	
Matthew 2:14	11	νυκτος	G3571	N-GSF	
Matthew 2:14	12	και	G2532	CONJ	
Matthew 2:14	13	ανεχωρησεν	G0402	V-AAI-3S	5656
Matthew 2:14	14	εις	G1519	PREP	
Matthew 2:14	15	αιγυπτον	G0125	N-ASF	
Matthew 2:15	1	και	G2532	CONJ	
Matthew 2:15	2	ην	G1510	V-IAI-3S	5707
Matthew 2:15	3	εκει	G1563	ADV	
Matthew 2:15	4	εως	G2193	ADV	
Matthew 2:15	5	της	G3588	T-GSF	
Matthew 2:15	6	τελευτης	G5054	N-GSF	
Matthew 2:15	7	ηρωδου	G2264	N-GSM	
Matthew 2:15	8	ινα	G2443	CONJ	
Matthew 2:15	9	πληρωθη	G4137	V-APS-3S	5686
Matthew 2:15	10	το	G3588	T-NSN	
Matthew 2:15	11	ρηθεν	G2046	V-APP-NSN	5685
Matthew 2:15	12	υπο	G5259	PREP	
Matthew 2:15	13	του	G3588	T-GSM	
Matthew 2:15	14	κυριου	G2962	N-GSM	
Matthew 2:15	15	δια	G1223	PREP	
Matthew 2:15	16	του	G3588	T-GSM	
Matthew 2:15	17	προφητου	G4396	N-GSM	
Matthew 2:15	18	λεγοντος	G3004	V-PAP-GSM	5723
Matthew 2:15	19	εξ	G1537	PREP	
Matthew 2:15	20	αιγυπτου	G0125	N-GSF	
Matthew 2:15	21	εκαλεσα	G2564	V-AAI-1S	5656
Matthew 2:15	22	τον	G3588	T-ASM	
Matthew 2:15	23	υιον	G5207	N-ASM	
Matthew 2:15	24	μου	G1473	P-1GS	
Matthew 2:16	1	τοτε	G5119	ADV	
Matthew 2:16	2	ηρωδης	G2264	N-NSM	
Matthew 2:16	3	ιδων	G3708	V-2AAP-NSM	5631
Matthew 2:16	4	οτι	G3754	CONJ	
Matthew 2:16	5	ενεπαιχθη	G1702	V-API-3S	5681
Matthew 2:16	6	υπο	G5259	PREP	
Matthew 2:16	7	των	G3588	T-GPM	
Matthew 2:16	8	μαγων	G3097	N-GPM	
Matthew 2:16	9	εθυμωθη	G2373	V-API-3S	5681
Matthew 2:16	10	λιαν	G3029	ADV	
Matthew 2:16	11	και	G2532	CONJ	
Matthew 2:16	12	αποστειλας	G0649	V-AAP-NSM	5660
Matthew 2:16	13	ανειλεν	G0337	V-2AAI-3S	5627
Matthew 2:16	14	παντας	G3956	A-APM	
Matthew 2:16	15	τους	G3588	T-APM	
Matthew 2:16	16	παιδας	G3816	N-APM	
Matthew 2:16	17	τους	G3588	T-APM	
Matthew 2:16	18	εν	G1722	PREP	
Matthew 2:16	19	βηθλεεμ	G0965	N-PRI	
Matthew 2:16	20	και	G2532	CONJ	
Matthew 2:16	21	εν	G1722	PREP	
Matthew 2:16	22	πασιν	G3956	A-DPN	
Matthew 2:16	23	τοις	G3588	T-DPN	
Matthew 2:16	24	οριοις	G3725	N-DPN	
Matthew 2:16	25	αυτης	G0846	P-GSF	
Matthew 2:16	26	απο	G0575	PREP	
Matthew 2:16	27	διετους	G1332	A-GSM	
Matthew 2:16	28	και	G2532	CONJ	
Matthew 2:16	29	κατωτερω	G2736	ADV	
Matthew 2:16	30	κατα	G2596	PREP	
Matthew 2:16	31	τον	G3588	T-ASM	
Matthew 2:16	32	χρονον	G5550	N-ASM	
Matthew 2:16	33	ον	G3739	R-ASM	
Matthew 2:16	34	ηκριβωσεν	G0198	V-AAI-3S	5656
Matthew 2:16	35	παρα	G3844	PREP	
Matthew 2:16	36	των	G3588	T-GPM	
Matthew 2:16	37	μαγων	G3097	N-GPM	
Matthew 2:17	1	τοτε	G5119	ADV	
Matthew 2:17	2	επληρωθη	G4137	V-API-3S	5681
Matthew 2:17	3	το	G3588	T-NSN	
Matthew 2:17	4	ρηθεν	G2046	V-APP-NSN	5685
Matthew 2:17	5	υπο	G5259	PREP	
Matthew 2:17	6	ιερεμιου	G2408	N-GSM	
Matthew 2:17	7	του	G3588	T-GSM	
Matthew 2:17	8	προφητου	G4396	N-GSM	
Matthew 2:17	9	λεγοντος	G3004	V-PAP-GSM	5723
Matthew 2:18	1	φωνη	G5456	N-NSF	
Matthew 2:18	2	εν	G1722	PREP	
Matthew 2:18	3	ραμα	G4471	N-PRI	
Matthew 2:18	4	ηκουσθη	G0191	V-API-3S	5681
Matthew 2:18	5	θρηνος	G2355	N-NSM	
Matthew 2:18	6	και	G2532	CONJ	
Matthew 2:18	7	κλαυθμος	G2805	N-NSM	
Matthew 2:18	8	και	G2532	CONJ	
Matthew 2:18	9	οδυρμος	G3602	N-NSM	
Matthew 2:18	10	πολυς	G4183	A-NSM	
Matthew 2:18	11	ραχηλ	G4478	N-PRI	
Matthew 2:18	12	κλαιουσα	G2799	V-PAP-NSF	5723
Matthew 2:18	13	τα	G3588	T-APN	
Matthew 2:18	14	τεκνα	G5043	N-APN	
Matthew 2:18	15	αυτης	G0846	P-GSF	
Matthew 2:18	16	και	G2532	CONJ	
Matthew 2:18	17	ουκ	G3756	PRT-N	
Matthew 2:18	18	ηθελεν	G2309	V-IAI-3S	5707
Matthew 2:18	19	παρακληθηναι	G3870	V-APN	5683
Matthew 2:18	20	οτι	G3754	CONJ	
Matthew 2:18	21	ουκ	G3756	PRT-N	
Matthew 2:18	22	εισιν	G1510	V-PAI-3P	5719
Matthew 2:19	1	τελευτησαντος	G5053	V-AAP-GSM	5660
Matthew 2:19	2	δε	G1161	CONJ	
Matthew 2:19	3	του	G3588	T-GSM	
Matthew 2:19	4	ηρωδου	G2264	N-GSM	
Matthew 2:19	5	ιδου	G3708	V-2AMM-2S	5640
Matthew 2:19	6	αγγελος	G0032	N-NSM	
Matthew 2:19	7	κυριου	G2962	N-GSM	
Matthew 2:19	8	κατ	G2596	PREP	
Matthew 2:19	9	οναρ	G3677	N-OI	
Matthew 2:19	10	φαινεται	G5316	V-PEI-3S	5727
Matthew 2:19	11	τω	G3588	T-DSM	
Matthew 2:19	12	ιωσηφ	G2501	N-PRI	
Matthew 2:19	13	εν	G1722	PREP	
Matthew 2:19	14	αιγυπτω	G0125	N-DSF	
Matthew 2:20	1	λεγων	G3004	V-PAP-NSM	5723
Matthew 2:20	2	εγερθεις	G1453	V-APP-NSM	5685
Matthew 2:20	3	παραλαβε	G3880	V-2AAM-2S	5628
Matthew 2:20	4	το	G3588	T-ASN	
Matthew 2:20	5	παιδιον	G3813	N-ASN	
Matthew 2:20	6	και	G2532	CONJ	
Matthew 2:20	7	την	G3588	T-ASF	
Matthew 2:20	8	μητερα	G3384	N-ASF	
Matthew 2:20	9	αυτου	G0846	P-GSM	
Matthew 2:20	10	και	G2532	CONJ	
Matthew 2:20	11	πορευου	G4198	V-PNM-2S	5737
Matthew 2:20	12	εις	G1519	PREP	
Matthew 2:20	13	γην	G1093	N-ASF	
Matthew 2:20	14	ισραηλ	G2474	N-PRI	
Matthew 2:20	15	τεθνηκασιν	G2348	V-RAI-3P	5758
Matthew 2:20	16	γαρ	G1063	CONJ	
Matthew 2:20	17	οι	G3588	T-NPM	
Matthew 2:20	18	ζητουντες	G2212	V-PAP-NPM	5723
Matthew 2:20	19	την	G3588	T-ASF	
Matthew 2:20	20	ψυχην	G5590	N-ASF	
Matthew 2:20	21	του	G3588	T-GSN	
Matthew 2:20	22	παιδιου	G3813	N-GSN	
Matthew 2:21	1	ο	G3588	T-NSM	
Matthew 2:21	2	δε	G1161	CONJ	
Matthew 2:21	3	εγερθεις	G1453	V-APP-NSM	5685
Matthew 2:21	4	παρελαβεν	G3880	V-2AAI-3S	5627
Matthew 2:21	5	το	G3588	T-ASN	
Matthew 2:21	6	παιδιον	G3813	N-ASN	
Matthew 2:21	7	και	G2532	CONJ	
Matthew 2:21	8	την	G3588	T-ASF	
Matthew 2:21	9	μητερα	G3384	N-ASF	
Matthew 2:21	10	αυτου	G0846	P-GSM	
Matthew 2:21	11	και	G2532	CONJ	
Matthew 2:21	12	ηλθεν	G2064	V-2AAI-3S	5627
Matthew 2:21	13	εις	G1519	PREP	
Matthew 2:21	14	γην	G1093	N-ASF	
Matthew 2:21	15	ισραηλ	G2474	N-PRI	
Matthew 2:22	1	ακουσας	G0191	V-AAP-NSM	5660
Matthew 2:22	2	δε	G1161	CONJ	
Matthew 2:22	3	οτι	G3754	CONJ	
Matthew 2:22	4	αρχελαος	G0745	N-NSM	
Matthew 2:22	5	βασιλευει	G0936	V-PAI-3S	5719
Matthew 2:22	6	επι	G1909	PREP	
Matthew 2:22	7	της	G3588	T-GSF	
Matthew 2:22	8	ιουδαιας	G2449	N-GSF	
Matthew 2:22	9	αντι	G0473	PREP	
Matthew 2:22	10	ηρωδου	G2264	N-GSM	
Matthew 2:22	11	του	G3588	T-GSM	
Matthew 2:22	12	πατρος	G3962	N-GSM	
Matthew 2:22	13	αυτου	G0846	P-GSM	
Matthew 2:22	14	εφοβηθη	G5399	V-AOI-3S	5675
Matthew 2:22	15	εκει	G1563	ADV	
Matthew 2:22	16	απελθειν	G0565	V-2AAN	5629
Matthew 2:22	17	χρηματισθεις	G5537	V-APP-NSM	5685
Matthew 2:22	18	δε	G1161	CONJ	
Matthew 2:22	19	κατ	G2596	PREP	
Matthew 2:22	20	οναρ	G3677	N-OI	
Matthew 2:22	21	ανεχωρησεν	G0402	V-AAI-3S	5656
Matthew 2:22	22	εις	G1519	PREP	
Matthew 2:22	23	τα	G3588	T-APN	
Matthew 2:22	24	μερη	G3313	N-APN	
Matthew 2:22	25	της	G3588	T-GSF	
Matthew 2:22	26	γαλιλαιας	G1056	N-GSF	
Matthew 2:23	1	και	G2532	CONJ	
Matthew 2:23	2	ελθων	G2064	V-2AAP-NSM	5631
Matthew 2:23	3	κατωκησεν	G2730	V-AAI-3S	5656
Matthew 2:23	4	εις	G1519	PREP	
Matthew 2:23	5	πολιν	G4172	N-ASF	
Matthew 2:23	6	λεγομενην	G3004	V-PPP-ASF	5746
Matthew 2:23	7	ναζαρεθ	G3478	N-PRI	
Matthew 2:23	8	οπως	G3704	ADV	
Matthew 2:23	9	πληρωθη	G4137	V-APS-3S	5686
Matthew 2:23	10	το	G3588	T-NSN	
Matthew 2:23	11	ρηθεν	G2046	V-APP-NSN	5685
Matthew 2:23	12	δια	G1223	PREP	
Matthew 2:23	13	των	G3588	T-GPM	
Matthew 2:23	14	προφητων	G4396	N-GPM	
Matthew 2:23	15	οτι	G3754	CONJ	
Matthew 2:23	16	ναζωραιος	G3480	N-NSM	
Matthew 2:23	17	κληθησεται	G2564	V-FPI-3S	5701
Matthew 3:1	1	εν	G1722	PREP	
Matthew 3:1	2	δε	G1161	CONJ	
Matthew 3:1	3	ταις	G3588	T-DPF	
Matthew 3:1	4	ημεραις	G2250	N-DPF	
Matthew 3:1	5	εκειναις	G1565	D-DPF	
Matthew 3:1	6	παραγινεται	G3854	V-PNI-3S	5736
Matthew 3:1	7	ιωαννης	G2491	N-NSM	
Matthew 3:1	8	ο	G3588	T-NSM	
Matthew 3:1	9	βαπτιστης	G0910	N-NSM	
Matthew 3:1	10	κηρυσσων	G2784	V-PAP-NSM	5723
Matthew 3:1	11	εν	G1722	PREP	
Matthew 3:1	12	τη	G3588	T-DSF	
Matthew 3:1	13	ερημω	G2048	A-DSF	
Matthew 3:1	14	της	G3588	T-GSF	
Matthew 3:1	15	ιουδαιας	G2449	N-GSF	
Matthew 3:2	1	και	G2532	CONJ	
Matthew 3:2	2	λεγων	G3004	V-PAP-NSM	5723
Matthew 3:2	3	μετανοειτε	G3340	V-PAM-2P	5720
Matthew 3:2	4	ηγγικεν	G1448	V-RAI-3S	5758
Matthew 3:2	5	γαρ	G1063	CONJ	
Matthew 3:2	6	η	G3588	T-NSF	
Matthew 3:2	7	βασιλεια	G0932	N-NSF	
Matthew 3:2	8	των	G3588	T-GPM	
Matthew 3:2	9	ουρανων	G3772	N-GPM	
Matthew 3:3	1	ουτος	G3778	D-NSM	
Matthew 3:3	2	γαρ	G1063	CONJ	
Matthew 3:3	3	εστιν	G1510	V-PAI-3S	5719
Matthew 3:3	4	ο	G3588	T-NSM	
Matthew 3:3	5	ρηθεις	G2046	V-APP-NSM	5685
Matthew 3:3	6	υπο	G5259	PREP	
Matthew 3:3	7	ησαιου	G2268	N-GSM	
Matthew 3:3	8	του	G3588	T-GSM	
Matthew 3:3	9	προφητου	G4396	N-GSM	
Matthew 3:3	10	λεγοντος	G3004	V-PAP-GSM	5723
Matthew 3:3	11	φωνη	G5456	N-NSF	
Matthew 3:3	12	βοωντος	G0994	V-PAP-GSM	5723
Matthew 3:3	13	εν	G1722	PREP	
Matthew 3:3	14	τη	G3588	T-DSF	
Matthew 3:3	15	ερημω	G2048	A-DSF	
Matthew 3:3	16	ετοιμασατε	G2090	V-AAM-2P	5657
Matthew 3:3	17	την	G3588	T-ASF	
Matthew 3:3	18	οδον	G3598	N-ASF	
Matthew 3:3	19	κυριου	G2962	N-GSM	
Matthew 3:3	20	ευθειας	G2117	A-APF	
Matthew 3:3	21	ποιειτε	G4160	V-PAM-2P	5720
Matthew 3:3	22	τας	G3588	T-APF	
Matthew 3:3	23	τριβους	G5147	N-APF	
Matthew 3:3	24	αυτου	G0846	P-GSM	
Matthew 3:4	1	αυτος	G0846	P-NSM	
Matthew 3:4	2	δε	G1161	CONJ	
Matthew 3:4	3	ο	G3588	T-NSM	
Matthew 3:4	4	ιωαννης	G2491	N-NSM	
Matthew 3:4	5	ειχεν	G2192	V-IAI-3S	5707
Matthew 3:4	6	το	G3588	T-ASN	
Matthew 3:4	7	ενδυμα	G1742	N-ASN	
Matthew 3:4	8	αυτου	G0846	P-GSM	
Matthew 3:4	9	απο	G0575	PREP	
Matthew 3:4	10	τριχων	G2359	N-GPF	
Matthew 3:4	11	καμηλου	G2574	N-GSF	
Matthew 3:4	12	και	G2532	CONJ	
Matthew 3:4	13	ζωνην	G2223	N-ASF	
Matthew 3:4	14	δερματινην	G1193	A-ASF	
Matthew 3:4	15	περι	G4012	PREP	
Matthew 3:4	16	την	G3588	T-ASF	
Matthew 3:4	17	οσφυν	G3751	N-ASF	
Matthew 3:4	18	αυτου	G0846	P-GSM	
Matthew 3:4	19	η	G3588	T-NSF	
Matthew 3:4	20	δε	G1161	CONJ	
Matthew 3:4	21	τροφη	G5160	N-NSF	
Matthew 3:4	22	αυτου	G0846	P-GSM	
Matthew 3:4	23	ην	G1510	V-IAI-3S	5707
Matthew 3:4	24	ακριδες	G0200	N-NPF	
Matthew 3:4	25	και	G2532	CONJ	
Matthew 3:4	26	μελι	G3192	N-NSN	
Matthew 3:4	27	αγριον	G0066	A-NSN	
Matthew 3:5	1	τοτε	G5119	ADV	
Matthew 3:5	2	εξεπορευετο	G1607	V-INI-3S	5711
Matthew 3:5	3	προς	G4314	PREP	
Matthew 3:5	4	αυτον	G0846	P-ASM	
Matthew 3:5	5	ιεροσολυμα	G2414	N-NSF	
Matthew 3:5	6	και	G2532	CONJ	
Matthew 3:5	7	πασα	G3956	A-NSF	
Matthew 3:5	8	η	G3588	T-NSF	
Matthew 3:5	9	ιουδαια	G2449	N-NSF	
Matthew 3:5	10	και	G2532	CONJ	
Matthew 3:5	11	πασα	G3956	A-NSF	
Matthew 3:5	12	η	G3588	T-NSF	
Matthew 3:5	13	περιχωρος	G4066	A-NSF	
Matthew 3:5	14	του	G3588	T-GSM	
Matthew 3:5	15	ιορδανου	G2446	N-GSM	
Matthew 3:6	1	και	G2532	CONJ	
Matthew 3:6	2	εβαπτιζοντο	G0907	V-IPI-3P	5712
Matthew 3:6	3	εν	G1722	PREP	
Matthew 3:6	4	τω	G3588	T-DSM	
Matthew 3:6	5	ιορδανη	G2446	N-DSM	
Matthew 3:6	6	υπ	G5259	PREP	
Matthew 3:6	7	αυτου	G0846	P-GSM	
Matthew 3:6	8	εξομολογουμενοι	G1843	V-PMP-NPM	5734
Matthew 3:6	9	τας	G3588	T-APF	
Matthew 3:6	10	αμαρτιας	G0266	N-APF	
Matthew 3:6	11	αυτων	G0846	P-GPM	
Matthew 3:7	1	ιδων	G3708	V-2AAP-NSM	5631
Matthew 3:7	2	δε	G1161	CONJ	
